1142,1137,"pneumococcal vaccine","fever","60 very common","","","","","",""
30,1476,"agalsidase alfa","hypertension","40 poss","","","","","",""
30,62,"agalsidase alfa","acne","40 poss","","","","","",""
30,270,"agalsidase alfa","asthenia","40 poss","","","","","",""
30,661,"agalsidase alfa","cough","40 poss","","","","","",""
30,890,"agalsidase alfa","dizziness","40 poss","","","","","",""
30,924,"agalsidase alfa","dysgeusia","40 poss","","","","","",""
30,937,"agalsidase alfa","dyspnoea","40 poss","","","","","",""
30,1467,"agalsidase alfa","hypersensitivity","40 poss","","","","","",""
30,1116,"agalsidase alfa","fatigue","40 poss","","","","","",""
30,1164,"agalsidase alfa","flushing","40 poss","","","","","",""
30,1234,"agalsidase alfa","GI upset","40 poss","","","","","",""
30,1316,"agalsidase alfa","headache","40 poss","","","","","",""
30,1404,"agalsidase alfa","hoarseness","40 poss","","","","","",""
30,1031,"agalsidase alfa","erythema","40 poss","","","","","",""
30,190,"agalsidase alfa","anaphylactic reaction","40 poss","","","","","",""
30,1474,"agalsidase alfa","hypersomnia","40 poss","","","","","",""
32,2118,"agomelatine","mania/ hypomania","40 poss","","","","","",""
32,2177,"agomelatine","migraine","40 poss","","","","","",""
32,2268,"agomelatine","myalgia","40 poss","","","","","",""
32,2949,"agomelatine","raised LFTs","40 poss","","","","","",""
32,3323,"agomelatine","somnolence","40 poss","","","","","",""
32,3389,"agomelatine","suicidality","40 poss","","","","","",""
32,3808,"agomelatine","weight change","40 poss","","","","","",""
32,1862,"agomelatine","insomnia","40 poss","","","","","",""
32,229,"agomelatine","anxiety","40 poss","","","","","",""
32,3682,"agomelatine","urticaria","40 poss","","","","","",""
32,126,"agomelatine","agitation","40 poss","","","","","",""
32,890,"agomelatine","dizziness","40 poss","","","","","",""
32,22,"agomelatine","abnormal dreams","40 poss","","","","","",""
32,1445,"agomelatine","hyperhidrosis","40 poss","","","","","",""
32,304,"agomelatine","back pain","40 poss","","","","","",""
32,1034,"agomelatine","erythematous rash","40 poss","","","","","",""
32,1116,"agomelatine","fatigue","40 poss","","","","","",""
32,1234,"agomelatine","GI upset","40 poss","","","","","",""
32,1316,"agomelatine","headache","40 poss","","","","","",""
32,12,"agomelatine","abdominal pain","40 poss","","","","","",""
33,1316,"albendazole","headache","40 poss","","","","","",""
33,3083,"albendazole","reversible alopecia","40 poss","","","","","",""
33,2963,"albendazole","rash","40 poss","","","","","",""
33,2842,"albendazole","pruritus","40 poss","","","","","",""
33,2367,"albendazole","neurological event","40 poss","","","","","",""
33,3682,"albendazole","urticaria","40 poss","","","","","",""
33,2363,"albendazole","neurocysticercosis symptom exacerbation","40 poss","","","","","",""
33,1335,"albendazole","Hepatic abnormality","40 poss","","","","","",""
33,1234,"albendazole","GI upset","40 poss","","","","","",""
33,1137,"albendazole","fever","40 poss","","","","","",""
33,890,"albendazole","dizziness","40 poss","","","","","",""
33,383,"albendazole","bone marrow suppression","40 poss","","","","","",""
33,1819,"albendazole","inflammatory reaction","40 poss","","","","","",""
33,2000,"albendazole","leucopenia","40 poss","","","","","",""
34,1810,"albumin, human","infection","40 poss","","","","","",""
34,3436,"albumin, human","tachycardia","40 poss","","","","","",""
34,2721,"albumin, human","platelets","40 poss","","","","","",""
34,1756,"albumin, human","incr salivation","40 poss","","","","","",""
34,1726,"albumin, human","incr PT","40 poss","","","","","",""
34,1542,"albumin, human","hypoxia","40 poss","","","","","",""
34,1531,"albumin, human","hypotension","40 poss","","","","","",""
34,1234,"albumin, human","GI upset","40 poss","","","","","",""
34,1137,"albumin, human","fever","40 poss","","","","","",""
34,965,"albumin, human","electrolyte disturbance","40 poss","","","","","",""
34,937,"albumin, human","dyspnoea","40 poss","","","","","",""
34,772,"albumin, human","decr serum protein","40 poss","","","","","",""
34,548,"albumin, human","CJD","40 poss","","","","","",""
34,545,"albumin, human","circulatory overload","40 poss","","","","","",""
34,520,"albumin, human","chills","40 poss","","","","","",""
34,2895,"albumin, human","pulmonary oedema","40 poss","","","","","",""
34,1164,"albumin, human","flushing","40 poss","","","","","",""
35,2221,"alemtuzumab","MS relapse","40 poss","","","","","",""
35,2494,"alemtuzumab","opportunistic infection","40 poss","","","","","",""
35,2460,"alemtuzumab","oedema","40 poss","","","","","",""
35,2347,"alemtuzumab","nephropathies","40 poss","","","","","",""
35,2268,"alemtuzumab","myalgia","40 poss","","","","","",""
35,2516,"alemtuzumab","oropharyngeal pain","40 poss","","","","","",""
35,2247,"alemtuzumab","muscle spasm","40 poss","","","","","",""
35,3519,"alemtuzumab","thyroid disorder","40 poss","","","","","",""
35,2253,"alemtuzumab","muscle weakness","40 poss","","","","","",""
35,2606,"alemtuzumab","paraesthesia","40 poss","","","","","",""
35,2842,"alemtuzumab","pruritus","40 poss","","","","","",""
35,2914,"alemtuzumab","pyrexia","40 poss","","","","","",""
35,2970,"alemtuzumab","reactivation HBV","40 poss","","","","","",""
35,3624,"alemtuzumab","tumour lysis syndrome","40 poss","","","","","",""
35,3682,"alemtuzumab","urticaria","40 poss","","","","","",""
35,1234,"alemtuzumab","GI upset","40 poss","","","","","",""
35,1862,"alemtuzumab","insomnia","40 poss","","","","","",""
35,2963,"alemtuzumab","rash","40 poss","","","","","",""
35,401,"alemtuzumab","bradycardia/ tachycardia","40 poss","","","","","",""
35,1531,"alemtuzumab","hypotension","40 poss","","","","","",""
35,229,"alemtuzumab","anxiety","40 poss","","","","","",""
35,257,"alemtuzumab","arthralgia","40 poss","","","","","",""
35,292,"alemtuzumab","autoimmune cytopenia","40 poss","","","","","",""
35,387,"alemtuzumab","bone pain","40 poss","","","","","",""
35,661,"alemtuzumab","cough","40 poss","","","","","",""
35,829,"alemtuzumab","depression","40 poss","","","","","",""
35,890,"alemtuzumab","dizziness","40 poss","","","","","",""
35,1569,"alemtuzumab","immune thrombocytopenic purpura","40 poss","","","","","",""
35,304,"alemtuzumab","back pain","40 poss","","","","","",""
35,1810,"alemtuzumab","infection","40 poss","","","","","",""
35,924,"alemtuzumab","dysgeusia","40 poss","","","","","",""
35,112,"alemtuzumab","AF","40 poss","","","","","",""
35,1316,"alemtuzumab","headache","40 poss","","","","","",""
35,1825,"alemtuzumab","Infusion assoc reaction","40 poss","","","","","",""
35,1116,"alemtuzumab","fatigue","40 poss","","","","","",""
35,937,"alemtuzumab","dyspnoea","40 poss","","","","","",""
36,2264,"alendronic acid","musculoskeletal pain","40 poss","","","","","",""
36,2459,"alendronic acid","odynophagia","40 poss","","","Y","","",""
36,3056,"alendronic acid","restrosternal pain","40 poss","","","Y","","",""
36,2963,"alendronic acid","rash","40 poss","","","","","",""
36,2842,"alendronic acid","pruritus","40 poss","","","","","",""
36,2526,"alendronic acid","osteomyelitis","40 poss","","","","","",""
36,2517,"alendronic acid","oropharyngeal ulcer","40 poss","","","","","",""
36,2467,"alendronic acid","oesophageal erosion/ stricture/ perforation","40 poss","","","","","",""
36,3824,"alendronic acid","worsening heartburn","40 poss","","","Y","","",""
36,924,"alendronic acid","dysgeusia","40 poss","","","","","",""
36,2110,"alendronic acid","malaise","40 poss","","","","","",""
36,2470,"alendronic acid","oesophagitis","40 poss","","","","","",""
36,890,"alendronic acid","dizziness","40 poss","","","","","",""
36,933,"alendronic acid","dysphagia","40 poss","","","Y","","",""
36,1233,"alendronic acid","GI ulcer","40 poss","","","","","",""
36,1234,"alendronic acid","GI upset","40 poss","","","","","",""
36,1316,"alendronic acid","headache","40 poss","","","","","",""
36,154,"alendronic acid","alopecia","40 poss","","","","","",""
36,288,"alendronic acid","atypical stress fracture","40 poss","","","Y","","",""
38,1234,"alfentanil hydrochloride","GI upset","40 poss","","","","","",""
38,3818,"alfentanil hydrochloride","withdrawal symptoms","40 poss","","","","","",""
38,3149,"alfentanil hydrochloride","sedation","40 poss","","","","","",""
38,3032,"alfentanil hydrochloride","respiratory depression","40 poss","","","","","",""
38,2294,"alfentanil hydrochloride","myoclonic movement","40 poss","","","","","",""
38,2246,"alfentanil hydrochloride","muscle rigidity","40 poss","","","","","",""
38,1975,"alfentanil hydrochloride","laryngospasm","40 poss","","","","","",""
38,1531,"alfentanil hydrochloride","hypotension","40 poss","","","","","",""
38,1116,"alfentanil hydrochloride","fatigue","40 poss","","","","","",""
38,890,"alfentanil hydrochloride","dizziness","40 poss","","","","","",""
38,520,"alfentanil hydrochloride","chills","40 poss","","","","","",""
38,399,"alfentanil hydrochloride","bradycardia","40 poss","","","","","",""
38,235,"alfentanil hydrochloride","apnoea","40 poss","","","","","",""
38,1852,"alfentanil hydrochloride","inj site pain","40 poss","","","","","",""
39,2110,"alfuzosin hydrochloride","malaise","40 poss","","","","","",""
39,3494,"alfuzosin hydrochloride","thrombocytopenia","40 poss","","","","","",""
39,3681,"alfuzosin hydrochloride","URTI","40 poss","","","","","",""
39,3096,"alfuzosin hydrochloride","Rhinitis","40 poss","","","","","",""
39,3009,"alfuzosin hydrochloride","renal calculus","40 poss","","","","","",""
39,2842,"alfuzosin hydrochloride","pruritus","40 poss","","","","","",""
39,2800,"alfuzosin hydrochloride","priapism","40 poss","","","","","",""
39,2685,"alfuzosin hydrochloride","pharyngitis","40 poss","","","","","",""
39,1890,"alfuzosin hydrochloride","intraoperative floppy iris syndrome","40 poss","","","","","",""
39,1372,"alfuzosin hydrochloride","hepatocellular injury","40 poss","","","","","",""
39,1316,"alfuzosin hydrochloride","headache","40 poss","","","","","",""
39,1234,"alfuzosin hydrochloride","GI upset","40 poss","","","","","",""
39,890,"alfuzosin hydrochloride","dizziness","40 poss","","","","","",""
39,527,"alfuzosin hydrochloride","cholestatic hepatitis","40 poss","","","","","",""
39,112,"alfuzosin hydrochloride","AF","40 poss","","","","","",""
39,270,"alfuzosin hydrochloride","asthenia","40 poss","","","","","",""
40,1234,"alglucosidase alfa (rch)","GI upset","40 poss","","","","","",""
40,1316,"alglucosidase alfa (rch)","headache","40 poss","","","","","",""
40,1467,"alglucosidase alfa (rch)","hypersensitivity","40 poss","","","","","",""
40,1671,"alglucosidase alfa (rch)","incr HR","40 poss","","","","","",""
40,1826,"alglucosidase alfa (rch)","infusion reaction","40 poss","","","","","",""
40,2110,"alglucosidase alfa (rch)","malaise","40 poss","","","","","",""
40,2268,"alglucosidase alfa (rch)","myalgia","40 poss","","","","","",""
40,2460,"alglucosidase alfa (rch)","oedema","40 poss","","","","","",""
40,2543,"alglucosidase alfa (rch)","otitis media","40 poss","","","","","",""
40,1164,"alglucosidase alfa (rch)","flushing","40 poss","","","","","",""
40,2963,"alglucosidase alfa (rch)","rash","40 poss","","","","","",""
40,3047,"alglucosidase alfa (rch)","respiratory impairment","40 poss","","","","","",""
40,3285,"alglucosidase alfa (rch)","skin reaction","40 poss","","","","","",""
40,12,"alglucosidase alfa (rch)","abdominal pain","40 poss","","","","","",""
40,2735,"alglucosidase alfa (rch)","pneumonia","40 poss","","","","","",""
40,423,"alglucosidase alfa (rch)","bronchospasm","40 poss","","","","","",""
40,1163,"alglucosidase alfa (rch)","flu-like illness","40 poss","","","","","",""
40,3681,"alglucosidase alfa (rch)","URTI","40 poss","","","","","",""
40,190,"alglucosidase alfa (rch)","anaphylactic reaction","40 poss","","","","","",""
40,395,"alglucosidase alfa (rch)","BP change","40 poss","","","","","",""
40,126,"alglucosidase alfa (rch)","agitation","40 poss","","","","","",""
40,450,"alglucosidase alfa (rch)","cardiac arrest","40 poss","","","","","",""
40,488,"alglucosidase alfa (rch)","catheter related infection","40 poss","","","","","",""
40,517,"alglucosidase alfa (rch)","chest pain","40 poss","","","","","",""
40,520,"alglucosidase alfa (rch)","chills","40 poss","","","","","",""
40,684,"alglucosidase alfa (rch)","cyanosis","40 poss","","","","","",""
40,763,"alglucosidase alfa (rch)","decr oxygen saturation","40 poss","","","","","",""
40,1116,"alglucosidase alfa (rch)","fatigue","40 poss","","","","","",""
40,1137,"alglucosidase alfa (rch)","fever","40 poss","","","","","",""
40,257,"alglucosidase alfa (rch)","arthralgia","40 poss","","","","","",""
41,2782,"alimemazine (trimeprazine) tartrate","postural","40 poss","","","","","",""
41,2576,"alimemazine (trimeprazine) tartrate","pallor","40 poss","","","","","",""
41,2616,"alimemazine (trimeprazine) tartrate","parkinsonism","40 poss","","","","","",""
41,2701,"alimemazine (trimeprazine) tartrate","photosensitivity","40 poss","","","","","",""
41,2774,"alimemazine (trimeprazine) tartrate","postop restlessness","40 poss","","","","","",""
41,2826,"alimemazine (trimeprazine) tartrate","prolonged QT interval","40 poss","","","","","",""
41,2963,"alimemazine (trimeprazine) tartrate","rash","40 poss","","","","","",""
41,3032,"alimemazine (trimeprazine) tartrate","respiratory depression","40 poss","","","","","",""
41,3150,"alimemazine (trimeprazine) tartrate","seizure","40 poss","","","","","",""
41,2441,"alimemazine (trimeprazine) tartrate","ocular change","40 poss","","","","","",""
41,3607,"alimemazine (trimeprazine) tartrate","tremor","40 poss","","","","","",""
41,1932,"alimemazine (trimeprazine) tartrate","jaundice","40 poss","","","","","",""
41,3436,"alimemazine (trimeprazine) tartrate","tachycardia","40 poss","","","","","",""
41,899,"alimemazine (trimeprazine) tartrate","drowsiness","40 poss","","","","","",""
41,2321,"alimemazine (trimeprazine) tartrate","nasal stuffiness","40 poss","","","","","",""
41,2405,"alimemazine (trimeprazine) tartrate","NMS","40 poss","","","","","",""
41,300,"alimemazine (trimeprazine) tartrate","A-V block","40 poss","","","","","",""
41,126,"alimemazine (trimeprazine) tartrate","agitation","40 poss","","","","","",""
41,908,"alimemazine (trimeprazine) tartrate","dry mouth","40 poss","","","","","",""
41,1055,"alimemazine (trimeprazine) tartrate","extrapyramidal disorder","40 poss","","","","","",""
41,1463,"alimemazine (trimeprazine) tartrate","hyperprolactinaemia","40 poss","","","","","",""
41,1531,"alimemazine (trimeprazine) tartrate","hypotension","40 poss","","","","","",""
41,1862,"alimemazine (trimeprazine) tartrate","insomnia","40 poss","","","","","",""
41,2000,"alimemazine (trimeprazine) tartrate","leucopenia","40 poss","","","","","",""
41,133,"alimemazine (trimeprazine) tartrate","akathisia","40 poss","","","","","",""
42,3314,"allergen extracts","sneezing","40 poss","","","","","",""
42,2507,"allergen extracts","oral mucosal blistering","40 poss","","","","","",""
42,2606,"allergen extracts","paraesthesia","40 poss","","","","","",""
42,2842,"allergen extracts","pruritus","40 poss","","","","","",""
42,3420,"allergen extracts","systemic allergic reaction","40 poss","","","","","",""
42,3490,"allergen extracts","throat irritation","40 poss","","","","","",""
